scenario,regimen,distribution_id,base_joint_cfr_pct,scenario_joint_cfr_pct,delta_joint_cfr_pp,base_toxicity_pct,scenario_toxicity_pct
FU_CAZ_HIGH,R8,INDIA2022_OXA48_KP,86.13003676470588,86.14775735294116,0.017720588235278,9.16,9.16
FU_CAZ_HIGH,R8,FR2024_OXA484_SERINE_ONLY,89.37675,89.38341666666668,0.006666666666674814,9.16,9.16
FU_CAZ_HIGH,R10,LEE2022_KPC_KP,87.69290237467017,87.75895778364115,0.06605540897098194,10.71,10.71
FU_CAZ_HIGH,R10,LEE2022_OXA_KP,87.17175847457628,87.19629237288137,0.024533898305094226,10.71,10.71
FU_CAZ_HIGH,R10,INDIA2022_OXA48_KP,85.18297794117646,85.20106617647058,0.018088235294115407,10.71,10.71
FU_CAZ_HIGH,R10,FR2024_OXA484_SERINE_ONLY,88.38483333333332,88.38941666666666,0.004583333333343376,10.71,10.71
FU_CAZ_HIGH,R12,LEE2022_KPC_KP,87.77224274406333,87.82472295514512,0.05248021108178591,12.19,12.19
FU_CAZ_HIGH,R12,LEE2022_OXA_KP,87.21313559322033,87.23355932203388,0.020423728813554476,12.19,12.19
FU_CAZ_HIGH,R12,INDIA2022_OXA48_KP,85.21536764705881,85.23176470588234,0.01639705882352871,12.19,12.19
FU_CAZ_HIGH,R12,FR2024_OXA484_SERINE_ONLY,88.40883333333332,88.41133333333332,0.0024999999999977263,12.19,12.19
FU_CAZ_HIGH,R13,LEE2022_KPC_KP,80.51998680738788,80.58091029023747,0.060923482849588595,7.21,7.21
FU_CAZ_HIGH,R13,LEE2022_OXA_KP,80.0549152542373,80.07673728813559,0.02182203389828885,7.21,7.21
FU_CAZ_HIGH,R13,INDIA2022_OXA48_KP,78.22698529411764,78.23838235294116,0.011397058823519046,7.21,7.21
FU_CAZ_HIGH,R13,FR2024_OXA484_SERINE_ONLY,81.18308333333333,81.18666666666667,0.003583333333338601,7.21,7.21
FU_AVI_LOW,R1,LEE2022_KPC_KP,73.50026385224272,71.64914248021108,-1.851121372031642,9.28,9.28
FU_AVI_LOW,R1,LEE2022_OXA_KP,73.64296610169494,71.71559322033899,-1.92737288135595,9.28,9.28
